prefix,name,type
us-gaap,SecuritiesBorrowedAllowanceForCreditLossRollForward,xbrli:stringItemType
us-gaap,SecuritiesLoanedCounterpartyNameExtensibleList,enum2:enumerationSetItemType
us-gaap,SecuritiesLoanedGrossIncludingNotSubjectToMasterNettingArrangementAbstract,xbrli:stringItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellGrossIncludingNotSubjectToMasterNettingArrangementAbstract,xbrli:stringItemType
us-gaap,SecuritiesBorrowedNotSubjectToMasterNettingArrangementDeduction,xbrli:monetaryItemType
us-gaap,SecuritiesLoanedAndSecuritiesSoldUnderAgreementToRepurchaseGrossIncludingNotSubjectToMasterNettingArrangementAbstract,xbrli:stringItemType
us-gaap,SecuritiesLoanedCollateralRightToReclaimCash,xbrli:monetaryItemType
us-gaap,SecuritiesLoanedAlternativeAbstract,xbrli:stringItemType
us-gaap,SecuritiesBorrowedAlternativeAbstract,xbrli:stringItemType
us-gaap,SecuritiesBorrowedCreditLossExpenseReversal,xbrli:monetaryItemType
us-gaap,SecuritiesBorrowedRepaymentThroughOperationOrSaleOfCollateralCollateralExtensibleList,enum2:enumerationSetItemType
us-gaap,SecuritiesSoldUnderAgreementsToRepurchaseNotSubjectToMasterNettingArrangementDeduction,xbrli:monetaryItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellGrossIncludingNotSubjectToMasterNettingArrangement,xbrli:monetaryItemType
us-gaap,SecuritiesBorrowedAllowanceForCreditLossLineItems,xbrli:stringItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellChangeInMethodCreditLossExpenseReversal,xbrli:monetaryItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellAllowanceForCreditLossPeriodIncreaseDecrease,xbrli:monetaryItemType
us-gaap,SecuritiesSoldUnderAgreementsToRepurchaseAverageAmountOutstanding,xbrli:monetaryItemType
us-gaap,SecuritiesBorrowedChangeInMethodCreditLossExpenseReversal,xbrli:monetaryItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellCounterpartyNameExtensibleList,enum2:enumerationSetItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellAllowanceForCreditLoss,xbrli:monetaryItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellAllowanceForCreditLossLineItems,xbrli:stringItemType
us-gaap,SecuritiesBorrowedAllowanceForCreditLossTable,xbrli:stringItemType
us-gaap,SecuritiesLoanedGrossIncludingNotSubjectToMasterNettingArrangement,xbrli:monetaryItemType
us-gaap,SecuritiesSoldUnderAgreementsToRepurchaseAsset,xbrli:monetaryItemType
us-gaap,SecuritiesLoanedCollateralRightToReclaimSecurities,xbrli:monetaryItemType
us-gaap,SecuritiesSoldUnderAgreementsToRepurchaseGross,xbrli:monetaryItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellNotSubjectToMasterNettingArrangementDeduction,xbrli:monetaryItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElectionAbstract,xbrli:stringItemType
us-gaap,SecuritiesLoanedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElectionAbstract,xbrli:stringItemType
us-gaap,SecuritiesLoanedNotSubjectToMasterNettingArrangementDeduction,xbrli:monetaryItemType
us-gaap,SecuritiesBorrowedDecrease,xbrli:monetaryItemType
us-gaap,SecuritiesBorrowedNotOffsetPolicyElectionDeduction,xbrli:monetaryItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellAllowanceForCreditLossTableTextBlock,dtr-types:textBlockItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellAverageAmountOutstanding,xbrli:monetaryItemType
us-gaap,SecuritiesBorrowedIncrease,xbrli:monetaryItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellAllowanceForCreditLossRollForward,xbrli:stringItemType
us-gaap,SecuritiesBorrowedAllowanceForCreditLossTableTextBlock,dtr-types:textBlockItemType
us-gaap,SecuritiesBorrowedGrossIncludingNotSubjectToMasterNettingArrangementAbstract,xbrli:stringItemType
us-gaap,SecuritiesSoldUnderAgreementsToRepurchaseCounterpartyNameExtensibleList,enum2:enumerationSetItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,xbrli:monetaryItemType
us-gaap,SecuritiesBorrowedAllowanceForCreditLossWriteoff,xbrli:monetaryItemType
us-gaap,SecuritiesBorrowedAllowanceForCreditLossPeriodIncreaseDecrease,xbrli:monetaryItemType
us-gaap,SecuritiesSoldUnderAgreementsToRepurchaseGrossIncludingNotSubjectToMasterNettingArrangement,xbrli:monetaryItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellCollateralObligationToReturnSecurities,xbrli:monetaryItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellNotOffsetPolicyElectionDeduction,xbrli:monetaryItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellCollateralObligationToReturnCash,xbrli:monetaryItemType
us-gaap,SecuritiesFinancingTransactionTypeDomain,dtr-types:domainItemType
us-gaap,SecuritiesLoanedFairValueOfCollateral,xbrli:monetaryItemType
us-gaap,SecuritiesBorrowedAbstract,xbrli:stringItemType
us-gaap,SecuritiesHeldAsCollateralAtFairValue,xbrli:monetaryItemType
us-gaap,SecuritiesLoanedOrSoldUnderAgreementsToRepurchaseMember,dtr-types:domainItemType
us-gaap,SecuritiesBorrowedAndLoanedPolicy,dtr-types:textBlockItemType
us-gaap,SecuritiesFinancingTransactionsAbstract,xbrli:stringItemType
us-gaap,SecuritiesForReverseRepurchaseAgreements,xbrli:monetaryItemType
us-gaap,SecuritiesBorrowedAmountOffsetAgainstCollateral,xbrli:monetaryItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellSetoffRightsDescription,xbrli:stringItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellAmountOffsetAgainstCollateralAbstract,xbrli:stringItemType
us-gaap,SecuritiesBorrowedGross,xbrli:monetaryItemType
us-gaap,SecuritiesInvestmentMember,dtr-types:domainItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellGross,xbrli:monetaryItemType
us-gaap,SecuritiesBorrowedFairValueOfCollateral,xbrli:monetaryItemType
us-gaap,SecuritiesLoanedGross,xbrli:monetaryItemType
us-gaap,SecuritiesLoanedAmountOffsetAgainstCollateral,xbrli:monetaryItemType
us-gaap,SecuritiesLoanedMeasurementDifferenceDescription,xbrli:stringItemType
us-gaap,SecuritiesBorrowedLiability,xbrli:monetaryItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellFairValueOfCollateral,xbrli:monetaryItemType
us-gaap,SecuritiesLoanedAbstract,xbrli:stringItemType
us-gaap,SecuritiesFailedToDeliver,xbrli:monetaryItemType
us-gaap,SecuritiesFailedToReceive,xbrli:monetaryItemType
us-gaap,SecuritiesFinancingTransactionsDisclosuresAbstract,xbrli:stringItemType
us-gaap,SecuritiesBorrowed,xbrli:monetaryItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellNotSubjectToMasterNettingArrangement,xbrli:monetaryItemType
us-gaap,SecuritiesFinancingTransactionAxis,xbrli:stringItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellLiability,xbrli:monetaryItemType
us-gaap,SecuritiesLoanedNotSubjectToMasterNettingArrangement,xbrli:monetaryItemType
us-gaap,SecuritiesLoanedAsset,xbrli:monetaryItemType
us-gaap,SecuritiesFinancingTransactionCostMember,dtr-types:domainItemType
us-gaap,SecuritiesFinancingTransactionFairValueMember,dtr-types:domainItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellAmountOffsetAgainstCollateral,xbrli:monetaryItemType
us-gaap,SecuritiesBorrowedTransactionsAndSecuritiesLoanedTransactionsTypesOfSecurities,xbrli:stringItemType
us-gaap,SecuritiesBorrowedSetoffRightsDescription,xbrli:stringItemType
us-gaap,SecuritiesFinancingTransactionTable,xbrli:stringItemType
us-gaap,SecuritiesBorrowedNotSubjectToMasterNettingArrangement,xbrli:monetaryItemType
us-gaap,SecuritiesLoaned,xbrli:monetaryItemType
us-gaap,SecuritiesFinancingTransactionsBalanceSheetAbstract,xbrli:stringItemType
us-gaap,SecuritiesLoanedSetoffRightsDescription,xbrli:stringItemType
us-gaap,SecuritiesFinancingTransactionsAccountingPolicy,xbrli:stringItemType
us-gaap,SecuritiesAssetsMember,dtr-types:domainItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellAbstract,xbrli:stringItemType
us-gaap,SecuritiesSoldUnderAgreementsToRepurchaseAbstract,xbrli:stringItemType
us-gaap,SecuritiesBorrowedMeasurementDifferenceDescription,xbrli:stringItemType
us-gaap,SecuritiesBorrowedAmountOffsetAgainstCollateralAbstract,xbrli:stringItemType
us-gaap,SecuritiesSoldUnderAgreementsToRepurchaseNotSubjectToMasterNettingArrangement,xbrli:monetaryItemType
us-gaap,SecuritiesFinancingTransactionLineItems,xbrli:stringItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResellMeasurementDifferenceDescription,xbrli:stringItemType
us-gaap,SecuritiesLoanedAmountOffsetAgainstCollateralAbstract,xbrli:stringItemType
us-gaap,SecuritiesSoldUnderAgreementsToRepurchaseSetoffRightsDescription,xbrli:stringItemType
us-gaap,SecuritiesBorrowedFairValueDisclosure,xbrli:monetaryItemType
us-gaap,SecuritiesReceivedAsCollateralAmountRepledgedAndSold,xbrli:monetaryItemType
us-gaap,SecuritiesReserveDepositRequiredAndMade,xbrli:monetaryItemType
us-gaap,SecuritiesSoldUnderAgreementsToRepurchaseMember,dtr-types:domainItemType
us-gaap,SecuritiesSoldUnderAgreementsToRepurchase,xbrli:monetaryItemType
us-gaap,SecuritiesSegregatedUnderSecuritiesExchangeCommissionRegulation,xbrli:monetaryItemType
us-gaap,SecuritiesReceivedAsCollateralAmountForeclosed,xbrli:monetaryItemType
us-gaap,SecuritiesOwnedAndOtherInvestmentsNotReadilyMarketableDisclosureTextBlock,dtr-types:textBlockItemType
us-gaap,SecuritiesReceivedAsCollateralAbstract,xbrli:stringItemType
us-gaap,SecuritiesOwnedNotReadilyMarketablePolicy,dtr-types:textBlockItemType
us-gaap,SecuritiesSegregatedUnderOtherRegulations,xbrli:monetaryItemType
us-gaap,SecuritiesReceivedAsCollateral,xbrli:monetaryItemType
us-gaap,SecuritiesPurchasedUnderAgreementsToResell,xbrli:monetaryItemType
us-gaap,SecuritiesSoldNotYetPurchasedMember,dtr-types:domainItemType
us-gaap,SecuritiesOwnedAndPledgedAsCollateralDescription,xbrli:stringItemType
us-gaap,SecuritiesLoanedOrSoldUnderAgreementsToRepurchaseFairValueDisclosure,xbrli:monetaryItemType
us-gaap,SecuritiesSubjectToMandatoryRedemptionMember,dtr-types:domainItemType
us-gaap,SecuritizationFinancialAssetForWhichTransferIsAccountedAsSaleLineItems,xbrli:stringItemType
us-gaap,SecuritizationFinancialAssetForWhichTransferIsAccountedAsSaleTable,xbrli:stringItemType
us-gaap,SecuritizationFinancialAssetForWhichTransferIsAccountedAsSaleGainLossOnSale,xbrli:monetaryItemType
us-gaap,SecuritizationFinancialAssetForWhichTransferIsAccountedAsSaleOtherGainLossDisclosuresOnSecuritizations,xbrli:stringItemType
us-gaap,SecuritizedAssetsAndAnyOtherFinancialAssetsManagedTogetherTable,xbrli:stringItemType
us-gaap,SecuritizedRegulatoryTransitionAssetsNoncurrent,xbrli:monetaryItemType
us-gaap,SecuritizedAssetsAndAnyOtherFinancialAssetsManagedTogetherLineItems,xbrli:stringItemType
us-gaap,SecuritizedAssetsAndAnyOtherFinancialAssetsManagedTogetherDelinquentAmountAtEndOfPeriod,xbrli:monetaryItemType
us-gaap,SecuritizedAssetsAndAnyOtherFinancialAssetsManagedTogetherPrincipalAmountOutstanding,xbrli:monetaryItemType
us-gaap,SecurityBorrowedAfterOffsetSubjectToMasterNettingArrangement,xbrli:monetaryItemType
us-gaap,SecuritySoldUnderAgreementToRepurchaseAfterOffsetAndDeductionSubjectToMasterNettingArrangement,xbrli:monetaryItemType
us-gaap,SecurityOwnedAndSoldNotYetPurchasedFairValueSecuritySoldNotYetPurchased,xbrli:monetaryItemType
us-gaap,SecurityOwnedAndSoldNotYetPurchasedAtFairValueAxis,xbrli:stringItemType
us-gaap,SecurityOwnedAndPledgedAsCollateralFairValue,xbrli:monetaryItemType
us-gaap,SecurityOwnedNotReadilyMarketableLineItems,xbrli:stringItemType
us-gaap,SecurityOwnedAndSoldNotYetPurchasedFairValueSecurityNameDomain,dtr-types:domainItemType
us-gaap,SecurityPurchasedUnderAgreementToResellAfterOffsetAndDeductionSubjectToMasterNettingArrangementAbstract,xbrli:stringItemType
us-gaap,SecurityPurchasedUnderAgreementToResellAfterOffsetSubjectToMasterNettingArrangementAbstract,xbrli:stringItemType
us-gaap,SecurityPurchasedUnderAgreementToResellAfterOffsetSubjectToMasterNettingArrangement,xbrli:monetaryItemType
us-gaap,SecurityOwnedNotReadilyMarketableFairValue,xbrli:monetaryItemType
us-gaap,SecurityOwnedNotReadilyMarketableQuotedValue,xbrli:monetaryItemType
us-gaap,SecurityBorrowedAfterOffsetSubjectToMasterNettingArrangementAbstract,xbrli:stringItemType
us-gaap,SecurityOwnedAndSoldNotYetPurchasedAtFairValueLineItems,xbrli:stringItemType
us-gaap,SecurityPurchasedUnderAgreementToResellAfterOffsetAndDeductionSubjectToMasterNettingArrangement,xbrli:monetaryItemType
us-gaap,SecuritySoldUnderAgreementToRepurchaseAfterOffsetSubjectToMasterNettingArrangement,xbrli:monetaryItemType
us-gaap,SecurityLoanedAfterOffsetSubjectToMasterNettingArrangement,xbrli:monetaryItemType
us-gaap,SecuritySoldUnderAgreementToRepurchaseAfterOffsetAndDeductionSubjectToMasterNettingArrangementAbstract,xbrli:stringItemType
us-gaap,SecurityOwnedNotReadilyMarketableNameDomain,dtr-types:domainItemType
us-gaap,SecurityLoanedAfterOffsetSubjectToMasterNettingArrangementAbstract,xbrli:stringItemType
us-gaap,SecuritySoldUnderAgreementToRepurchaseAfterOffsetSubjectToMasterNettingArrangementAbstract,xbrli:stringItemType
us-gaap,SecurityLoanedAfterOffsetAndDeductionSubjectToMasterNettingArrangementAbstract,xbrli:stringItemType
us-gaap,SecurityOwnedNotReadilyMarketableAxis,xbrli:stringItemType
us-gaap,SecurityOwnedAndSoldNotYetPurchasedAtFairValueTable,xbrli:stringItemType
us-gaap,SecurityOwnedAndSoldNotYetPurchasedFairValueSecurityOwned,xbrli:monetaryItemType
us-gaap,SecurityBorrowedAfterOffsetAndDeductionSubjectToMasterNettingArrangement,xbrli:monetaryItemType
us-gaap,SecurityOwnedNotReadilyMarketableTable,xbrli:stringItemType
us-gaap,SecurityOwnedAndPledgedAsCollateralFairValueAbstract,xbrli:stringItemType
us-gaap,SecurityOwnedNotReadilyMarketableDescription,xbrli:stringItemType
us-gaap,SecurityDepositLiability,xbrli:monetaryItemType
us-gaap,SecurityDeposit,xbrli:monetaryItemType
us-gaap,SecurityOwnedAndPledgedAsCollateralAssociatedLiabilitiesFairValue,xbrli:monetaryItemType
us-gaap,SecurityLoanedAfterOffsetAndDeductionSubjectToMasterNettingArrangement,xbrli:monetaryItemType
us-gaap,SecurityBorrowedAfterOffsetAndDeductionSubjectToMasterNettingArrangementAbstract,xbrli:stringItemType
us-gaap,SegmentReportingInformationOperatingIncomeLossAbstract,xbrli:stringItemType
us-gaap,SegmentReportingDisclosureTextBlock,dtr-types:textBlockItemType
us-gaap,SegmentReportingInformationAdditionalInformationAbstract,xbrli:stringItemType
us-gaap,SegmentReportingInformationLineItems,xbrli:stringItemType
us-gaap,SegmentExtensibleList,enum2:enumerationSetItemType
us-gaap,SegmentReportingNoAssetInformation,xbrli:booleanItemType
us-gaap,SegmentDomain,dtr-types:domainItemType
us-gaap,SegmentReportingInformationProfitLossAbstract,xbrli:stringItemType
us-gaap,SegmentReportingPolicyPolicyTextBlock,dtr-types:textBlockItemType
us-gaap,SegmentReportingInformationAdditionalElementsForBankPresentationAbstract,xbrli:stringItemType
us-gaap,SegmentReportingDisclosureOfOtherInformationAboutEntitysReportableSegmentsAbstract,xbrli:stringItemType
us-gaap,SegmentReportingAbstract,xbrli:stringItemType
us-gaap,SegmentReportingInformationRevenueAbstract,xbrli:stringItemType
us-gaap,SegmentReportingInformationIncomeLossBeforeIncomeTaxesAbstract,xbrli:stringItemType
us-gaap,SegmentReportingDisclosureOfEntitysReportableSegmentsAbstract,xbrli:stringItemType
us-gaap,SegmentReportingDisclosureOfMajorCustomers,xbrli:stringItemType
us-gaap,SegmentReportingDescriptionOfAllOtherSegments,xbrli:stringItemType
us-gaap,SegmentReportingAssetReconcilingItemLineItems,xbrli:stringItemType
us-gaap,SegmentReportingOtherSignificantReconcilingItemConsolidatedAbstract,xbrli:stringItemType
us-gaap,SegmentReportingMeasurementDisclosuresAbstract,xbrli:stringItemType
us-gaap,SegmentDiscontinuedOperationsMember,dtr-types:domainItemType
us-gaap,SegmentReportingRevenueReconcilingItemLineItems,xbrli:stringItemType
us-gaap,SegmentOperatingActivitiesDomain,dtr-types:domainItemType
us-gaap,SegmentContinuingOperationsMember,dtr-types:domainItemType
us-gaap,SegmentReportingOtherSignificantReconcilingItemLineItems,xbrli:stringItemType
us-gaap,SegmentReportingReconcilingItemForOperatingProfitLossFromSegmentToConsolidatedLineItems,xbrli:stringItemType
us-gaap,SelectedQuarterlyFinancialInformationAbstract,xbrli:stringItemType
us-gaap,SelfInsuranceReserveCurrent,xbrli:monetaryItemType
us-gaap,SelfInsuranceReservePolicyTextBlock,dtr-types:textBlockItemType
us-gaap,SelfInsuranceReserve,xbrli:monetaryItemType
us-gaap,SelfPayMember,dtr-types:domainItemType
us-gaap,SelfInsuranceReserveNoncurrent,xbrli:monetaryItemType
us-gaap,SellingGeneralAndAdministrativeExpensesMember,dtr-types:domainItemType
us-gaap,SellingAndMarketingExpenseMember,dtr-types:domainItemType
us-gaap,SellingGeneralAndAdministrativeExpense,xbrli:monetaryItemType
us-gaap,SellingGeneralAndAdministrativeExpensesPolicyTextBlock,dtr-types:textBlockItemType
us-gaap,SellingAndMarketingExpenseAbstract,xbrli:stringItemType
us-gaap,SellingAndMarketingExpense,xbrli:monetaryItemType
us-gaap,SellingExpense,xbrli:monetaryItemType
us-gaap,SellingGeneralAndAdministrativeExpenseAbstract,xbrli:stringItemType
us-gaap,SeniorDebtObligationsMember,dtr-types:domainItemType
us-gaap,SeniorLienMember,dtr-types:domainItemType
us-gaap,SeniorLongTermNotes,xbrli:monetaryItemType
us-gaap,SeniorNotes,xbrli:monetaryItemType
us-gaap,SeniorLongtermNotesCurrentAndNoncurrentAbstract,xbrli:stringItemType
us-gaap,SeniorSubordinatedNotesMember,dtr-types:domainItemType
us-gaap,SeniorNotesMember,dtr-types:domainItemType
us-gaap,SeniorSubordinatedLoansMember,dtr-types:domainItemType
us-gaap,SeniorNotesCurrent,xbrli:monetaryItemType
us-gaap,SeniorLoansMember,dtr-types:domainItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf20PercentAdverseChangeInDiscountRate,xbrli:monetaryItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfAdverseChangeInAssumptionLineItems,xbrli:stringItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesDescriptionOfObjectivesMethodologyAndLimitations,xbrli:stringItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesTable,xbrli:stringItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf10PercentAdverseChangeInDiscountRate,xbrli:monetaryItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf20PercentAdverseChangeInExpectedCreditLosses,xbrli:monetaryItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf20PercentAdverseChangeInPrepaymentSpeed,xbrli:monetaryItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf10PercentAdverseChangeInExpectedCreditLosses,xbrli:monetaryItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInPrepaymentSpeedPercent,dtr-types:percentItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf20PercentAdverseChangeInOtherAssumption,xbrli:monetaryItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfAdverseChangeInOtherAssumptionDescription,xbrli:stringItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInDiscountRatePercent,dtr-types:percentItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInPrepaymentSpeed,xbrli:monetaryItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInDiscountRate,xbrli:monetaryItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOtherThan10Or20PercentAdverseChangeInExpectedCreditLoss,xbrli:monetaryItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf10PercentAdverseChangeInPrepaymentSpeed,xbrli:monetaryItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOtherThan10Or20PercentAdverseChangeInExpectedCreditLossPercent,dtr-types:percentItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInOtherAssumptionPercent,dtr-types:percentItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInOtherAssumption,xbrli:monetaryItemType
us-gaap,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf10PercentAdverseChangeInOtherAssumption,xbrli:monetaryItemType
us-gaap,SeparateAccountsDisclosureAbstract,xbrli:stringItemType
us-gaap,SeparateAccountLiabilityPremiumAndDeposit,xbrli:monetaryItemType
us-gaap,SeparateAccountMortgageBackedSecurityMember,dtr-types:domainItemType
us-gaap,SeparateAccountLiabilityProductAndServiceExtensibleList,enum2:enumerationSetItemType
us-gaap,SeparateAccountsLiability,xbrli:monetaryItemType
us-gaap,SeparateAccountLiabilityDeposit,xbrli:monetaryItemType
us-gaap,SeparateAccountLiabilityWithdrawal,xbrli:monetaryItemType
us-gaap,SeparateAccountLiabilitySurrender,xbrli:monetaryItemType
us-gaap,SeparateAccountLiabilityPeriodIncreaseDecrease,xbrli:monetaryItemType
us-gaap,SeparateAccountCashAndCashEquivalentsMember,dtr-types:domainItemType
us-gaap,SeparateAccountLiabilitySurrenderAndWithdrawal,xbrli:monetaryItemType
us-gaap,SeparateAccountShortTermInvestmentMember,dtr-types:domainItemType
us-gaap,SeparateAccountLiabilityTableTextBlock,dtr-types:textBlockItemType
us-gaap,SeparateAccountsByMajorCategoryOfInvestmentAbstract,xbrli:stringItemType
us-gaap,SeparateAccountLiabilitySurrenderAndWithdrawalAbstract,xbrli:stringItemType
us-gaap,SeparateAccountLiabilityGeographicalExtensibleList,enum2:enumerationSetItemType
us-gaap,SeparateAccountLiabilitySegmentExtensibleList,enum2:enumerationSetItemType
us-gaap,SeparateAccountLiabilityCustomerExtensibleList,enum2:enumerationSetItemType
us-gaap,SeparateAccountTextBlock,dtr-types:textBlockItemType
us-gaap,SeparateAccountLiabilityPolicyCharge,xbrli:monetaryItemType
us-gaap,SeparateAccountAssets,xbrli:monetaryItemType
us-gaap,SeparateAccountLiabilityPremium,xbrli:monetaryItemType
us-gaap,SeparateAccountLiabilityCashSurrenderValueAmount,xbrli:monetaryItemType
us-gaap,SeparateAccountLiabilityIncreaseDecreaseFromOtherChange,xbrli:monetaryItemType
us-gaap,SeparateAccountLiabilityIncreaseDecreaseFromInvestedPerformance,xbrli:monetaryItemType
us-gaap,SeparateAccountLiabilityBenefitPayment,xbrli:monetaryItemType
us-gaap,SeparateAccountLiabilityPremiumAndDepositAbstract,xbrli:stringItemType
us-gaap,SeparateAccountEquitySecurityMember,dtr-types:domainItemType
us-gaap,SeparateAccountDebtSecurityMember,dtr-types:domainItemType
us-gaap,SeparateAccountRealEstateMember,dtr-types:domainItemType
us-gaap,SeparateAccountLiabilityRollForward,xbrli:stringItemType
us-gaap,SeparateAccountDerivativeMember,dtr-types:domainItemType
us-gaap,SeparateAccountsOfContractHoldersNote,xbrli:stringItemType
us-gaap,SeparateAccountLiabilityTable,xbrli:stringItemType
us-gaap,SeparateAccountAssetCategoryAxis,xbrli:stringItemType
us-gaap,SeparateAccountLiabilityLineItems,xbrli:stringItemType
us-gaap,SeparateAccountAssetCategoryDomain,dtr-types:domainItemType
us-gaap,SeparatedHostFinancialInstrumentFairValueOptionMember,dtr-types:domainItemType
us-gaap,SeriesBPreferredStockMember,dtr-types:domainItemType
us-gaap,SeriesAPreferredStockMember,dtr-types:domainItemType
us-gaap,SeriesCPreferredStockMember,dtr-types:domainItemType
us-gaap,SeriesBMember,dtr-types:domainItemType
us-gaap,SeriesHPreferredStockMember,dtr-types:domainItemType
us-gaap,SeriesOfIndividuallyImmaterialAssetAcquisitionsMember,dtr-types:domainItemType
us-gaap,SeriesOfIndividuallyImmaterialBusinessAcquisitionsMember,dtr-types:domainItemType
us-gaap,SeriesDPreferredStockMember,dtr-types:domainItemType
us-gaap,SeriesFPreferredStockMember,dtr-types:domainItemType
us-gaap,SeriesAMember,dtr-types:domainItemType
us-gaap,SeriesEPreferredStockMember,dtr-types:domainItemType
us-gaap,SeriesGPreferredStockMember,dtr-types:domainItemType
us-gaap,ServiceConcessionArrangementRetrospectiveApplicationAllContracts,xbrli:booleanItemType
us-gaap,ServiceConcessionArrangementRetrospectiveApplicationNotCompletedContracts,xbrli:booleanItemType
us-gaap,ServiceAgreementsMember,dtr-types:domainItemType
us-gaap,ServiceLifeMember,dtr-types:domainItemType
us-gaap,ServiceMarksMember,dtr-types:domainItemType
us-gaap,ServiceOtherMember,dtr-types:domainItemType
us-gaap,ServiceMember,dtr-types:domainItemType
us-gaap,ServicingAssetsAndServicingLiabilitiesAtFairValueAssumptionsUsedToEstimateFairValueAbstract,xbrli:stringItemType
us-gaap,ServicingAssetAtFairValueChangesInFairValueResultingFromChangesInValuationInputsOrChangesInAssumptionsAbstract,xbrli:stringItemType
us-gaap,ServicingLiabilityValuationTechniqueExtensibleList,enum2:enumerationSetItemType
us-gaap,ServicingLiabilityMeasurementInput,xbrli:decimalItemType
us-gaap,ServicingLiabilityChangeInValuationTechnique,xbrli:booleanItemType
